,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,year
263,fall,no,Wed,no,cloudy,0.595,0.550533,0.9,0.0964042,539,3813,4352,21,9,2011
264,fall,no,Thu,no,cloudy,0.628333,0.554963,0.902083,0.128125,555,4240,4795,22,9,2011
265,winter,no,Fri,no,cloudy,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,23,9,2011
266,winter,no,Sat,no,cloudy,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,24,9,2011
267,winter,no,Sun,no,cloudy,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,25,9,2011
268,winter,no,Mon,no,cloudy,0.649167,0.589042,,0.1107,684,3946,4630,26,9,2011
269,winter,no,Tue,no,cloudy,0.636667,0.574525,0.885417,0.118171,477,3643,4120,27,9,2011
270,winter,no,Wed,no,cloudy,0.635,0.575158,0.84875,0.148629,480,3427,3907,28,9,2011
271,winter,no,Thu,no,clear sky,0.616667,0.574512,0.699167,0.172883,653,4186,4839,29,9,2011
272,winter,no,Fri,no,clear sky,0.564167,0.544829,0.6475,0.206475,830,4372,5202,30,9,2011
273,winter,no,Sat,no,cloudy,0.41,0.412863,0.75375,0.292296,480,1949,2429,1,10,2011
274,winter,no,Sun,no,cloudy,0.356667,0.345317,0.791667,0.222013,616,2302,2918,2,10,2011
275,winter,no,Mon,no,cloudy,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,3,10,2011
276,winter,no,Tue,no,clear sky,0.484167,0.472858,0.71,0.205854,486,3970,4456,4,10,2011
277,winter,no,Wed,no,clear sky,0.538333,0.527138,0.647917,0.17725,559,4267,4826,5,10,2011
278,winter,no,Thu,no,clear sky,0.494167,0.480425,0.620833,0.134954,639,4126,4765,6,10,2011
279,winter,no,Fri,no,clear sky,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,7,10,2011
280,winter,no,Sat,no,clear sky,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,8,10,2011
281,winter,no,Sun,no,clear sky,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,9,10,2011
282,winter,yes,Mon,no,clear sky,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,10,10,2011
283,winter,no,Tue,no,cloudy,0.566667,0.546096,0.80875,0.143042,667,3896,4563,11,10,2011
284,winter,no,Wed,no,light rain,0.543333,0.517717,0.90625,0.24815,217,2199,2416,12,10,2011
285,winter,no,Thu,no,cloudy,0.589167,0.551804,0.896667,0.141787,290,2623,2913,13,10,2011
286,winter,no,Fri,no,cloudy,0.550833,0.529675,0.71625,0.223883,529,3115,3644,14,10,2011
287,winter,no,Sat,no,clear sky,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,15,10,2011
288,winter,no,Sun,no,clear sky,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,16,10,2011
289,winter,no,Mon,no,clear sky,0.534167,0.510725,,0.175379,713,3857,4570,17,10,2011
290,winter,no,Tue,no,cloudy,0.5325,0.522721,0.701667,0.110087,637,4111,4748,18,10,2011
291,winter,no,Wed,no,light rain,0.541739,0.513848,0.895217,0.243339,254,2170,2424,19,10,2011
292,winter,no,Thu,no,clear sky,0.475833,0.466525,0.63625,0.422275,471,3724,4195,20,10,2011
293,winter,no,Fri,no,clear sky,0.4275,0.423596,0.574167,0.221396,676,3628,4304,21,10,2011
294,winter,no,Sat,no,clear sky,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,22,10,2011
295,winter,no,Sun,no,clear sky,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,23,10,2011
296,winter,no,Mon,no,clear sky,0.463333,0.457067,0.772083,0.118792,699,3488,4187,24,10,2011
297,winter,no,Tue,no,clear sky,0.471667,0.463375,0.622917,0.166658,695,3992,4687,25,10,2011
298,winter,no,Wed,no,cloudy,0.484167,0.472846,0.720417,0.148642,404,3490,3894,26,10,2011
299,winter,no,Thu,no,cloudy,0.47,0.457046,0.812917,0.197763,240,2419,2659,27,10,2011
300,winter,no,Fri,no,cloudy,0.330833,0.318812,0.585833,0.229479,456,3291,3747,28,10,2011
301,winter,no,Sat,no,light rain,0.254167,0.227913,0.8825,0.351371,57,570,627,29,10,2011
302,winter,no,Sun,no,clear sky,0.319167,0.321329,0.62375,0.176617,885,2446,3331,30,10,2011
303,winter,no,Mon,no,clear sky,0.34,0.356063,0.703333,0.10635,362,3307,3669,31,10,2011
304,winter,no,Tue,no,clear sky,0.400833,0.397088,0.68375,0.135571,410,3658,4068,1,11,2011
305,winter,no,Wed,no,clear sky,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,2,11,2011
306,winter,no,Thu,no,clear sky,0.408333,0.405921,0.702083,0.136817,318,3656,3974,3,11,2011
307,winter,no,Fri,no,cloudy,0.403333,0.403392,0.6225,0.271779,470,3576,4046,4,11,2011
308,winter,no,Sat,no,clear sky,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,5,11,2011
309,winter,no,Sun,no,clear sky,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,6,11,2011
310,winter,no,Mon,no,clear sky,0.395,0.400871,0.75875,0.057225,373,3662,4035,7,11,2011
311,winter,no,Tue,no,clear sky,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,8,11,2011
312,winter,no,Wed,no,clear sky,0.4,0.409079,0.758333,0.0621958,305,3804,4109,9,11,2011
313,winter,no,Thu,no,cloudy,0.38,0.373721,0.813333,0.189067,190,2743,2933,10,11,2011
314,winter,yes,Fri,no,clear sky,0.324167,0.306817,0.44625,0.314675,440,2928,3368,11,11,2011
315,winter,no,Sat,no,clear sky,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,12,11,2011
316,winter,no,Sun,no,clear sky,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,13,11,2011
317,winter,no,Mon,no,clear sky,0.53,0.524612,0.587083,0.306596,595,3891,4486,14,11,2011
318,winter,no,Tue,no,cloudy,0.53,0.507579,0.68875,0.199633,449,3746,4195,15,11,2011
319,winter,no,Wed,no,light rain,0.456667,0.451988,0.93,0.136829,145,1672,1817,16,11,2011
320,winter,no,Thu,no,cloudy,0.341667,0.323221,0.575833,0.305362,139,2914,3053,17,11,2011
321,winter,no,Fri,no,clear sky,0.274167,0.272721,0.41,0.168533,245,3147,3392,18,11,2011
322,winter,no,Sat,no,clear sky,0.329167,0.324483,0.502083,0.224496,943,2720,3663,19,11,2011
323,winter,no,Sun,no,cloudy,0.463333,0.457058,0.684583,0.18595,787,2733,3520,20,11,2011
324,winter,no,Mon,no,light rain,0.4475,0.445062,0.91,0.138054,220,2545,2765,21,11,2011
325,winter,no,Tue,no,light rain,0.416667,0.421696,0.9625,0.118792,69,1538,1607,22,11,2011
326,winter,no,Wed,no,cloudy,0.440833,0.430537,0.757917,0.335825,112,2454,2566,23,11,2011
327,winter,yes,Thu,no,clear sky,0.373333,0.372471,0.549167,0.167304,560,935,1495,24,11,2011
328,winter,no,Fri,no,clear sky,0.375,0.380671,,0.0988958,1095,1697,2792,25,11,2011
329,winter,no,Sat,no,clear sky,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,26,11,2011
330,winter,no,Sun,no,clear sky,0.459167,0.4558,0.698333,0.208954,810,2261,3071,27,11,2011
331,winter,no,Mon,no,clear sky,0.503478,0.490122,0.743043,0.142122,253,3614,3867,28,11,2011
332,winter,no,Tue,no,cloudy,0.458333,0.451375,0.830833,0.258092,96,2818,2914,29,11,2011
333,winter,no,Wed,no,clear sky,0.325,0.311221,0.613333,0.271158,188,3425,3613,30,11,2011
334,winter,no,Thu,no,clear sky,0.3125,0.305554,0.524583,0.220158,182,3545,3727,1,12,2011
335,winter,no,Fri,no,clear sky,0.314167,0.331433,0.625833,0.100754,268,3672,3940,2,12,2011
336,winter,no,Sat,no,clear sky,0.299167,0.310604,,0.0957833,706,2908,3614,3,12,2011
337,winter,no,Sun,no,clear sky,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,4,12,2011
338,winter,no,Mon,no,cloudy,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,5,12,2011
339,winter,no,Tue,no,light rain,0.4625,0.4564,0.949583,0.232583,126,2468,2594,6,12,2011
340,winter,no,Wed,no,light rain,0.41,0.400246,0.970417,0.266175,50,655,705,7,12,2011
341,winter,no,Thu,no,clear sky,0.265833,0.256938,0.58,0.240058,150,3172,3322,8,12,2011
342,winter,no,Fri,no,clear sky,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,9,12,2011
343,winter,no,Sat,no,clear sky,0.275,0.266412,0.5075,0.233221,502,2688,3190,10,12,2011
344,winter,no,Sun,no,clear sky,0.220833,0.253154,0.49,0.0665417,377,2366,2743,11,12,2011
345,winter,no,Mon,no,clear sky,0.238333,0.270196,0.670833,0.06345,143,3167,3310,12,12,2011
346,winter,no,Tue,no,clear sky,0.2825,0.301138,0.59,0.14055,155,3368,3523,13,12,2011
347,winter,no,Wed,no,cloudy,0.3175,0.338362,,0.0609583,178,3562,3740,14,12,2011
348,winter,no,Thu,no,cloudy,0.4225,0.412237,0.634167,0.268042,181,3528,3709,15,12,2011
349,winter,no,Fri,no,cloudy,0.375,0.359825,0.500417,0.260575,178,3399,3577,16,12,2011
350,winter,no,Sat,no,cloudy,0.258333,0.249371,0.560833,0.243167,275,2464,2739,17,12,2011
351,winter,no,Sun,no,clear sky,0.238333,0.245579,0.58625,0.169779,220,2211,2431,18,12,2011
352,winter,no,Mon,no,clear sky,0.276667,0.280933,0.6375,0.172896,260,3143,3403,19,12,2011
353,winter,no,Tue,no,cloudy,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,20,12,2011
354,spring,no,Wed,no,cloudy,0.428333,0.428017,0.858333,0.2214,107,2553,2660,21,12,2011
355,spring,no,Thu,no,cloudy,0.423333,0.426121,0.7575,0.047275,227,2841,3068,22,12,2011
356,spring,no,Fri,no,clear sky,0.373333,0.377513,0.68625,0.274246,163,2046,2209,23,12,2011
357,spring,no,Sat,no,clear sky,0.3025,0.299242,0.5425,0.190304,155,856,1011,24,12,2011
358,spring,no,Sun,no,clear sky,0.274783,0.279961,0.681304,0.155091,303,451,754,25,12,2011
359,spring,yes,Mon,no,clear sky,0.321739,0.315535,0.506957,0.239465,430,887,1317,26,12,2011
360,spring,no,Tue,no,cloudy,0.325,0.327633,0.7625,0.18845,103,1059,1162,27,12,2011
361,spring,no,Wed,no,clear sky,0.29913,0.279974,0.503913,0.293961,255,2047,2302,28,12,2011
362,spring,no,Thu,no,clear sky,0.248333,0.263892,0.574167,0.119412,254,2169,2423,29,12,2011
363,spring,no,Fri,no,clear sky,0.311667,0.318812,0.636667,0.134337,491,2508,2999,30,12,2011
364,spring,no,Sat,no,clear sky,0.41,0.414121,0.615833,0.220154,665,1820,2485,31,12,2011
365,spring,no,Sun,no,clear sky,0.37,0.375621,0.6925,0.192167,686,1608,2294,1,1,2012
366,spring,yes,Mon,no,clear sky,0.273043,0.252304,0.381304,0.329665,244,1707,1951,2,1,2012
367,spring,no,Tue,no,clear sky,0.15,0.126275,0.44125,0.365671,89,2147,2236,3,1,2012
368,spring,no,Wed,no,cloudy,0.1075,0.119337,0.414583,0.1847,95,2273,2368,4,1,2012
369,spring,no,Thu,no,clear sky,0.265833,0.278412,0.524167,0.129987,140,3132,3272,5,1,2012
370,spring,no,Fri,no,clear sky,0.334167,0.340267,0.542083,0.167908,307,3791,4098,6,1,2012
371,spring,no,Sat,no,clear sky,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,7,1,2012
372,spring,no,Sun,no,clear sky,0.3375,0.340258,0.465,0.191542,599,2826,3425,8,1,2012
373,spring,no,Mon,no,cloudy,0.224167,0.247479,0.701667,0.0989,106,2270,2376,9,1,2012
374,spring,no,Tue,no,clear sky,0.308696,0.318826,0.646522,0.187552,173,3425,3598,10,1,2012
375,spring,no,Wed,no,cloudy,0.274167,0.282821,0.8475,0.131221,92,2085,2177,11,1,2012
376,spring,no,Thu,no,cloudy,0.3825,0.381938,0.802917,0.180967,269,3828,4097,12,1,2012
377,spring,no,Fri,no,clear sky,0.274167,0.249362,0.5075,0.378108,174,3040,3214,13,1,2012
378,spring,no,Sat,no,clear sky,0.18,0.183087,0.4575,0.187183,333,2160,2493,14,1,2012
379,spring,no,Sun,no,clear sky,0.166667,0.161625,0.419167,0.251258,284,2027,2311,15,1,2012
380,spring,yes,Mon,no,clear sky,0.19,0.190663,0.5225,0.231358,217,2081,2298,16,1,2012
381,spring,no,Tue,no,cloudy,0.373043,0.364278,0.716087,0.34913,127,2808,2935,17,1,2012
382,spring,no,Wed,no,clear sky,0.303333,0.275254,0.443333,0.415429,109,3267,3376,18,1,2012
383,spring,no,Thu,no,clear sky,0.19,0.190038,0.4975,0.220158,130,3162,3292,19,1,2012
384,spring,no,Fri,no,cloudy,0.2175,0.220958,0.45,0.20275,115,3048,3163,20,1,2012
385,spring,no,Sat,no,cloudy,0.173333,0.174875,0.83125,0.222642,67,1234,1301,21,1,2012
386,spring,no,Sun,no,cloudy,0.1625,0.16225,0.79625,0.199638,196,1781,1977,22,1,2012
387,spring,no,Mon,no,cloudy,0.218333,0.243058,0.91125,0.110708,145,2287,2432,23,1,2012
388,spring,no,Tue,no,clear sky,0.3425,0.349108,0.835833,0.123767,439,3900,4339,24,1,2012
389,spring,no,Wed,no,clear sky,0.294167,0.294821,0.64375,0.161071,467,3803,4270,25,1,2012
390,spring,no,Thu,no,cloudy,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,26,1,2012
391,spring,no,Fri,no,cloudy,0.425,0.415383,0.74125,0.342667,269,3187,3456,27,1,2012
392,spring,no,Sat,no,clear sky,0.315833,0.326379,0.543333,0.210829,775,3248,4023,28,1,2012
393,spring,no,Sun,no,clear sky,0.2825,0.272721,0.31125,0.24005,558,2685,3243,29,1,2012
394,spring,no,Mon,no,clear sky,0.269167,0.262625,0.400833,0.215792,126,3498,3624,30,1,2012
395,spring,no,Tue,no,clear sky,0.39,0.381317,0.416667,0.261817,324,4185,4509,31,1,2012
396,spring,no,Wed,no,clear sky,0.469167,0.466538,0.507917,0.189067,304,4275,4579,1,2,2012
397,spring,no,Thu,no,cloudy,0.399167,0.398971,0.672917,0.187187,190,3571,3761,2,2,2012
398,spring,no,Fri,no,clear sky,0.313333,0.309346,0.526667,0.178496,310,3841,4151,3,2,2012
399,spring,no,Sat,no,cloudy,0.264167,0.272725,0.779583,0.121896,384,2448,2832,4,2,2012
400,spring,no,Sun,no,cloudy,0.265833,0.264521,0.687917,0.175996,318,2629,2947,5,2,2012
401,spring,no,Mon,no,clear sky,0.282609,0.296426,0.622174,0.1538,206,3578,3784,6,2,2012
402,spring,no,Tue,no,clear sky,0.354167,0.361104,0.49625,0.147379,199,4176,4375,7,2,2012
403,spring,no,Wed,no,cloudy,0.256667,0.266421,,0.133721,109,2693,2802,8,2,2012
404,spring,no,Thu,no,clear sky,0.265,0.261988,0.562083,0.194037,163,3667,3830,9,2,2012
405,spring,no,Fri,no,cloudy,0.280833,0.293558,0.54,0.116929,227,3604,3831,10,2,2012
406,spring,no,Sat,no,light rain,0.224167,0.210867,0.73125,0.289796,192,1977,2169,11,2,2012
407,spring,no,Sun,no,clear sky,0.1275,0.101658,0.464583,0.409212,73,1456,1529,12,2,2012
408,spring,no,Mon,no,clear sky,0.2225,0.227913,0.41125,0.167283,94,3328,3422,13,2,2012
409,spring,no,Tue,no,cloudy,0.319167,0.333946,0.50875,0.141179,135,3787,3922,14,2,2012
410,spring,no,Wed,no,clear sky,0.348333,0.351629,0.53125,0.1816,141,4028,4169,15,2,2012
411,spring,no,Thu,no,cloudy,0.316667,0.330162,0.752917,0.091425,74,2931,3005,16,2,2012
412,spring,no,Fri,no,clear sky,0.343333,0.351629,0.634583,0.205846,349,3805,4154,17,2,2012
413,spring,no,Sat,no,clear sky,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,18,2,2012
414,spring,no,Sun,no,cloudy,0.28,0.265788,0.515833,0.253112,618,2071,2689,19,2,2012
415,spring,yes,Mon,no,clear sky,0.28,0.273391,0.507826,0.229083,502,2627,3129,20,2,2012
416,spring,no,Tue,no,clear sky,0.287826,0.295113,0.594348,0.205717,163,3614,3777,21,2,2012
417,spring,no,Wed,no,clear sky,0.395833,0.392667,0.567917,0.234471,394,4379,4773,22,2,2012
418,spring,no,Thu,no,clear sky,0.454167,0.444446,0.554583,0.190913,516,4546,5062,23,2,2012
419,spring,no,Fri,no,cloudy,0.4075,0.410971,0.7375,0.237567,246,3241,3487,24,2,2012
420,spring,no,Sat,no,clear sky,0.290833,0.255675,0.395833,0.421642,317,2415,2732,25,2,2012
421,spring,no,Sun,no,clear sky,0.279167,0.268308,0.41,0.205229,515,2874,3389,26,2,2012
422,spring,no,Mon,no,clear sky,0.366667,0.357954,0.490833,0.268033,253,4069,4322,27,2,2012
423,spring,no,Tue,no,clear sky,0.359167,0.353525,0.395833,0.193417,229,4134,4363,28,2,2012
424,spring,no,Wed,no,cloudy,0.344348,0.34847,0.804783,0.179117,65,1769,1834,29,2,2012
425,spring,no,Thu,no,clear sky,0.485833,0.475371,0.615417,0.226987,325,4665,4990,1,3,2012
426,spring,no,Fri,no,cloudy,0.353333,0.359842,0.657083,0.144904,246,2948,3194,2,3,2012
427,spring,no,Sat,no,cloudy,0.414167,0.413492,0.62125,0.161079,956,3110,4066,3,3,2012
428,spring,no,Sun,no,clear sky,0.325833,0.303021,0.403333,0.334571,710,2713,3423,4,3,2012
429,spring,no,Mon,no,clear sky,0.243333,0.241171,0.50625,0.228858,203,3130,3333,5,3,2012
430,spring,no,Tue,no,clear sky,0.258333,0.255042,0.456667,0.200875,221,3735,3956,6,3,2012
431,spring,no,Wed,no,clear sky,0.404167,0.3851,0.513333,0.345779,432,4484,4916,7,3,2012
432,spring,no,Thu,no,clear sky,0.5275,0.524604,0.5675,0.441563,486,4896,5382,8,3,2012
433,spring,no,Fri,no,cloudy,0.410833,0.397083,0.407083,0.4148,447,4122,4569,9,3,2012
434,spring,no,Sat,no,clear sky,0.2875,0.277767,0.350417,0.22575,968,3150,4118,10,3,2012
435,spring,no,Sun,no,clear sky,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,11,3,2012
436,spring,no,Mon,no,clear sky,0.466667,0.459592,0.489167,0.207713,838,4460,5298,12,3,2012
437,spring,no,Tue,no,clear sky,0.565,0.542929,0.6175,0.23695,762,5085,5847,13,3,2012
438,spring,no,Wed,no,clear sky,0.5725,0.548617,0.507083,0.115062,997,5315,6312,14,3,2012
439,spring,no,Thu,no,clear sky,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,15,3,2012
440,spring,no,Fri,no,cloudy,0.435833,0.436229,0.842083,0.113192,548,3830,4378,16,3,2012
441,spring,no,Sat,no,cloudy,0.514167,0.505046,,0.110704,3155,4681,7836,17,3,2012
442,spring,no,Sun,no,cloudy,0.4725,0.464,0.81,0.126883,2207,3685,5892,18,3,2012
443,spring,no,Mon,no,clear sky,0.545,0.532821,0.72875,0.162317,982,5171,6153,19,3,2012
444,spring,no,Tue,no,clear sky,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,20,3,2012
445,summer,no,Wed,no,cloudy,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,21,3,2012
446,summer,no,Thu,no,clear sky,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,22,3,2012
447,summer,no,Fri,no,cloudy,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,23,3,2012
448,summer,no,Sat,no,cloudy,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,24,3,2012
449,summer,no,Sun,no,cloudy,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,25,3,2012
450,summer,no,Mon,no,clear sky,0.445833,0.43875,0.477917,0.386821,795,4763,5558,26,3,2012
451,summer,no,Tue,no,clear sky,0.323333,0.315654,0.29,0.187192,531,4571,5102,27,3,2012
452,summer,no,Wed,no,clear sky,0.484167,0.47095,0.48125,0.291671,674,5024,5698,28,3,2012
453,summer,no,Thu,no,clear sky,0.494167,0.482304,0.439167,0.31965,834,5299,6133,29,3,2012
454,summer,no,Fri,no,cloudy,0.37,0.375621,0.580833,0.138067,796,4663,5459,30,3,2012
455,summer,no,Sat,no,cloudy,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,31,3,2012
456,summer,no,Sun,no,cloudy,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,1,4,2012
457,summer,no,Mon,no,clear sky,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2,4,2012
458,summer,no,Tue,no,clear sky,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,3,4,2012
459,summer,no,Wed,no,clear sky,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,4,4,2012
460,summer,no,Thu,no,clear sky,0.435,0.431163,0.374167,0.219529,1192,5265,6457,5,4,2012
461,summer,no,Fri,no,clear sky,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6,4,2012
462,summer,no,Sat,no,clear sky,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,7,4,2012
463,summer,no,Sun,no,clear sky,0.5,0.492425,0.275833,0.232596,2230,2939,5169,8,4,2012
464,summer,no,Mon,no,clear sky,0.489167,0.476638,0.3175,0.358196,905,4680,5585,9,4,2012
465,summer,no,Tue,no,clear sky,0.446667,0.436233,0.435,0.249375,819,5099,5918,10,4,2012
466,summer,no,Wed,no,clear sky,0.348696,0.337274,0.469565,0.295274,482,4380,4862,11,4,2012
467,summer,no,Thu,no,clear sky,0.3975,0.387604,0.46625,0.290429,663,4746,5409,12,4,2012
468,summer,no,Fri,no,clear sky,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,13,4,2012
469,summer,no,Sat,no,clear sky,0.495,0.487996,0.502917,0.190917,2795,4665,7460,14,4,2012
470,summer,no,Sun,no,clear sky,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,15,4,2012
471,summer,yes,Mon,no,clear sky,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,16,4,2012
472,summer,no,Tue,no,clear sky,0.608333,0.598487,0.390417,0.273629,989,5702,6691,17,4,2012
473,summer,no,Wed,no,cloudy,0.463333,0.457038,0.569167,0.167912,347,4020,4367,18,4,2012
474,summer,no,Thu,no,clear sky,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,19,4,2012
475,summer,no,Fri,no,clear sky,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,20,4,2012
476,summer,no,Sat,no,clear sky,0.57,0.542921,0.682917,0.283587,2541,4083,6624,21,4,2012
477,summer,no,Sun,no,light rain,0.396667,0.389504,0.835417,0.344546,120,907,1027,22,4,2012
478,summer,no,Mon,no,cloudy,0.321667,0.301125,0.766667,0.303496,195,3019,3214,23,4,2012
479,summer,no,Tue,no,clear sky,0.413333,0.405283,0.454167,0.249383,518,5115,5633,24,4,2012
480,summer,no,Wed,no,clear sky,0.476667,0.470317,0.427917,0.118792,655,5541,6196,25,4,2012
481,summer,no,Thu,no,cloudy,0.498333,0.483583,0.756667,0.176625,475,4551,5026,26,4,2012
482,summer,no,Fri,no,clear sky,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,27,4,2012
483,summer,no,Sat,no,cloudy,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,28,4,2012
484,summer,no,Sun,no,clear sky,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,29,4,2012
485,summer,no,Mon,no,cloudy,0.464167,0.457696,0.57,0.171638,665,4907,5572,30,4,2012
486,summer,no,Tue,no,cloudy,0.613333,0.577021,0.659583,0.156096,653,5087,5740,1,5,2012
487,summer,no,Wed,no,clear sky,0.564167,0.537896,0.797083,0.138058,667,5502,6169,2,5,2012
488,summer,no,Thu,no,cloudy,0.56,0.537242,0.768333,0.133696,764,5657,6421,3,5,2012
489,summer,no,Fri,no,clear sky,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,4,5,2012
490,summer,no,Sat,no,cloudy,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,5,5,2012
491,summer,no,Sun,no,cloudy,0.5625,0.546737,0.74,0.149879,2135,4224,6359,6,5,2012
492,summer,no,Mon,no,cloudy,0.5375,0.527142,,0.230721,1008,5265,6273,7,5,2012
493,summer,no,Tue,no,cloudy,0.581667,0.557471,0.685833,0.296029,738,4990,5728,8,5,2012
494,summer,no,Wed,no,cloudy,0.575,0.553025,0.744167,0.216412,620,4097,4717,9,5,2012
495,summer,no,Thu,no,clear sky,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,10,5,2012
496,summer,no,Fri,no,clear sky,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,11,5,2012
497,summer,no,Sat,no,clear sky,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,12,5,2012
498,summer,no,Sun,no,clear sky,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,13,5,2012
499,summer,no,Mon,no,cloudy,0.573333,0.5499,0.789583,0.212692,342,2501,2843,14,5,2012
500,summer,no,Tue,no,cloudy,0.611667,0.576404,,0.147392,625,4490,5115,15,5,2012
501,summer,no,Wed,no,clear sky,0.636667,0.595975,0.697917,0.122512,991,6433,7424,16,5,2012
502,summer,no,Thu,no,clear sky,0.593333,0.572613,0.52,0.229475,1242,6142,7384,17,5,2012
503,summer,no,Fri,no,clear sky,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,18,5,2012
504,summer,no,Sat,no,clear sky,0.6,0.566908,0.45625,0.083975,3410,4884,8294,19,5,2012
505,summer,no,Sun,no,clear sky,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,20,5,2012
506,summer,no,Mon,no,cloudy,0.598333,0.565667,0.81125,0.233204,630,3729,4359,21,5,2012
507,summer,no,Tue,no,cloudy,0.615,0.580825,0.765833,0.118167,819,5254,6073,22,5,2012
508,summer,no,Wed,no,cloudy,0.621667,0.584612,0.774583,0.102,766,4494,5260,23,5,2012
509,summer,no,Thu,no,clear sky,0.655,0.6067,0.716667,0.172896,1059,5711,6770,24,5,2012
510,summer,no,Fri,no,clear sky,0.68,0.627529,0.747083,0.14055,1417,5317,6734,25,5,2012
511,summer,no,Sat,no,clear sky,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,26,5,2012
512,summer,no,Sun,no,clear sky,0.69,0.641425,0.697083,0.215171,3283,3308,6591,27,5,2012
513,summer,yes,Mon,no,clear sky,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,28,5,2012
514,summer,no,Tue,no,clear sky,0.7225,0.672992,0.684583,0.2954,880,4863,5743,29,5,2012
515,summer,no,Wed,no,cloudy,0.656667,0.611129,0.67,0.134329,745,6110,6855,30,5,2012
516,summer,no,Thu,no,clear sky,0.68,0.631329,0.492917,0.195279,1100,6238,7338,31,5,2012
517,summer,no,Fri,no,cloudy,0.654167,0.607962,0.755417,0.237563,533,3594,4127,1,6,2012
518,summer,no,Sat,no,clear sky,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,2,6,2012
519,summer,no,Sun,no,clear sky,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,3,6,2012
520,summer,no,Mon,no,clear sky,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,4,6,2012
521,summer,no,Tue,no,cloudy,0.540833,0.525892,,0.209575,968,6033,7001,5,6,2012
522,summer,no,Wed,no,clear sky,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,6,6,2012
523,summer,no,Thu,no,clear sky,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,7,6,2012
524,summer,no,Fri,no,clear sky,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,8,6,2012
525,summer,no,Sat,no,clear sky,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,9,6,2012
